fact_rating_phase1,snopes_url_phase1,article_title_phase1,article_category_phase1,article_date_phase1,article_claim_phase1,article_origin_url_phase1,index_paragraph_phase1,page_is_first_citation_phase1,error_phase2,original_article_text_phase2,article_title_phase2,publish_date_phase2,author_phase2,Jerry-label,Jill-label,Fatemeh-label,notes,original order,Agreement

When the inmates arent on call, they earn $2 a day while at the camp.

If theyre raising their hand and volunteering to do it and getting $76,000 a year in benefits before they ever go to camp, then this whole argument about enslavement makes no sense, Sessa said, referring to what he said was the prison systems annual cost to house an inmate.

Sessa estimated the state of California is saving taxpayers $90 million to $100 million a year through the program.

These inmates are not necessarily confined to fighting fires where they camp, Sessa said. Quite often they move hundreds of miles in a day, depending on where theyre needed.

All of these inmates can be moved in a moment, he said, adding that crews from San Diego are working in Sonoma. They move constantly.

The firefighters work in crews of 14 people. They live in supervised fire camps when theyre not in the field. When theyre not on a fire, they usually work on fire prevention or conservation projects, such as cutting brush or taking out a grove of diseased trees.

While TV footage shows civilian firefighters in airplanes or water trucks, the inmates have a different role: They cut fire breaks by handor clear stretches of landto stop the spread of flames, Sessa said.

When you hear on the news that a fire is X percent contained, that is in some part from what our crews do, Sessa said.

The inmates use hand tools, with a lead firefighter using a chainsaw to cut trees and others using axes and shovels. Every person in line has a job related to the person behind them in line, Sessa added.

Still, the work is not without danger. This year, two inmates died in the line of fire.

Matthew Beck, 26, died in May when a 120-foot tree uprooted and crushed him in Humboldt County, about 300 miles north of San Francisco. Beck was serving six years for a 2014 burglary in Los Angeles County.

In July, Frank Anaya was killed in San Diego after he slashed his leg with a chainsaw. The 22-year-old died after undergoing several surgeries. Anaya, of Ventura County, was serving a three-year sentence for spousal assault and weapons offenses.

Anayas fatal injury marked the fifth death in the programs 40-year history. When you consider the decades this has been in place, the safety record has been outstanding, Sessa said when asked about those who lost their lives.

A debate has long swirled around the program.

As The Daily Beast previously reported, the California attorney generals office argued against an early prison-release program in 2014 because they believed it would severely impact fire camp participation.

In response, David Fathi, director of the ACLUs National Prison Project, said such dangerous work outside of prison walls had a risk of government abuse. The inmate firefighters may also not be aware of the long-term health risks, he said.

Yet in the press, the prisoners themselves are praising their roles.

This is the first time in a long time my family is proud of me, Travis Reeder, a 23-year-old imprisoned for drug dealing, recently told AFP.

In 2015, one firefighting convict said he volunteered for the program because the conservation camp gave him freedom.

Then-34-year-old Joshua Coover told the East Bay Times that working all night to clear hazardous vegetation was the best feeling in the world.

The best feeling is when we get off the fire; all the signs you see that say thank you, firefighters,' Coover told the Times. They even refer to us as the angels in orange.'",Inmates Are Fighting Californias Deadliest Fires,10/14/17,Kate Briquelet,context,irrelevant,context,,281,

mostly true,https://www.snopes.com/fact-check/trump-first-western-wall/,Was Trump the First U.S. President to Visit the Western Wall?,Politics  Politicians,24-May-17,President Trump was the first U.S. president to visit the Western Wall.,http://www.cnn.com/2017/05/22/politics/trump-israel-western-wall/,3,FALSE,No Error,"Jerusalem  President Donald Trump on Monday became the first sitting US president to visit the Western Wall, one of the holiest sites in Judaism.

Trump, wearing a yarmulke, placed his right hand on the wall and swayed slightly back and forth with his eyes closed for nearly a minute. He then reached into his jacket pocket and pulled out a noted on a folded piece of paper, and placed it into a crack in the wall.

He was flanked by his son-in-law and senior adviser Jared Kushner, who is Jewish, and Western Wall Rabbi Shmuel Rabinovich.

First lady Melania Trump and Ivanka Trump, the President's daughter, also prayed at the wall, at the portion reserved for women.

Trump visited the Western Wall without any Israeli government officials by his side despite requests from Israeli officials.

Read More",Trump makes historic visit to Western Wall,5/22/17,Jeremy Diamond,right,right,n,,282,

mostly true,https://www.snopes.com/fact-check/trey-gowdy-admitted-benghazi/,Trey Gowdy Admitted Nothing Could Have Saved Benghazi Victims?,Politics  Politics,19-May-16,"During a Fox News appearance, Select Committee on Benghazi Chairman Trey Gowdy ""accidentally admitted"" that troops would not have been able to reach the four Americans killed in time to intervene.",https://t.co/1DgIzohxlh,1,TRUE,No Error,"The Benghazi hearings are simply a witch hunt directed at former Secretary of State Hillary Clinton, and now committee chair Republican Representative Trey Gowdy has shattered the entire premise for them. The South Carolina representative has been chairing the investigative committee and intentionally dragged out his hearings until they bled into this years presidential race. But this time, Gowdy really screwed up.

Gowdy finally admitted that his Benghazi committee is fake in an interview with Fox News Bill Hemmer. The committees lead investigative attorney, retired three-star Army Lt. Gen. Dana Chipman, who repeatedly commended the militarys actions on the night of the attacks during closed interviews with Defense Department officials has even quit, saying that nothing more can be done.

The committee chair has led the two-year-old investigation, which has been fraught with rudeness and heated arguments among the members. The last time it met publicly was in October 2015, which puts another nail in the charges against Gowdy.

The question central to the various Benghazi investigations is whether President Obama or Clinton issued a stand down order. Everything the committee has done was built upon that premise. Republicans have long held that the military had been ordered to stand down rather than respond to calls for help from U.S. people under attack.

The panel formed in May 2014, and when it last met, Clinton testified for 11 hours. Democrats blame the Republicans for delaying the panels final report to interfere with Clintons presidential race. Republicans blame President Obama for stalling by withholding documents and interview subjects.

Assistant Secretary of Defense for Legislative Affairs Stephen C. Hedger wrote a letter to Gowdy on April 28 where he expressed frustration with the panel for its crescendo of expensive, duplicate, and unnecessary requests, and claims based on Facebook or talk radio.

General Jerry Boykin had this to say when he was working to form the Benghazi committee in 2013:

I know Allen has been very concerned as I have been as to why there was no military response. No ones ever given a satisfactory answer. And as I said to the speaker last night, theres an American value, an American ethos that was violated and it is very important not only to the families but it is very important to every soldier, sailor and Marine or diplomat thats put in harms way in the future. So I think well see some things that will come out today that will begin to whittle away at our big question of why no military response.

During Hemmers interview with Gowdy, the chairman of the committee said:

Whether or not they could have gotten there in time, they couldnt. I dont think theres any question about that.

Wait a minute! That was the entire premise for the Benghazi hearings! That means it didnt matter whether or not Clinton or President Obama ordered the military to stand down.

Now, according to Crooks and Liars, Gowdy is trying to repair the huge hole this has torn in his investigation:

Why could you not? Why were you not positioned to do it?

Nice try, Gowdy, but no cigar. The question now is whether Gowdy will be able to persevere with his committee now that he has destroyed his very reason for its existence.

To learn more about what Gowdy is like, check out this video of him complaining about the Obama administration:

_LINKS_

Featured Image: Donkey Hotey via Flickr, Creative Commons License.

H/T: Crooks And Liars.",JUST IN: Rep. Trey Gowdy Undermines His Own Hillary Clinton Benghazi Witch Hunt (VIDEO),5/18/16,Gloria Christie,context,right,context,,283,

mostly true,https://www.snopes.com/fact-check/woman-almost-loses-leg-cutting-shaving/,Woman Almost Loses Leg After Cutting Herself Shaving?,Medical,21-Dec-17,"After shaving her legs, a woman developed a life-threatening skin infection that required the removal of massive amounts of skin and muscle tissue.",http://archive.is/sBwGK,3,TRUE,No Error,"Published: 04:14 EST, 26 April 2017 | Updated: 23:18 EST, 26 April 2017

A mother-of-three has spoken of her terror after she almost lost her legs to a deadly infection which she caught from shaving her bikini line.

Dana Sedgewick, 44, from Sheffield, trimmed her pubic area with a brand new razor but ended up cutting a spot on her groin.

Her body almost immediately went into shock, causing a red rash on her legs before they turned black from necrotising fasciitis - a flesh-eating infection.

Rushed to intensive care, doctors operated to remove as much of the rotting skin as they could - but she developed sepsis during the procedure.

She was placed in a coma as her family were told she had just a 30 per cent chance of survival as her kidneys failed and her heart stopped four times.

Having managed to survive the horrific ordeal, she underwent 21 operations to repair the damage to her skin - but doctors warned she would never walk again.

But with the support of her husband, Mathew, 47, she has now recovered and can walk using crutches and is back at home with her children - Megan, 18, Freya, 14, and Klara, nine.

Dana Sedgewick, 44, trimmed her pubic area with a brand new razor, but ended up in a coma after she developed the flesh-eating infection, necrotising fasciitis (pictured now, using a crutch to walk - despite being told she may never be able to use her legs again)

Mrs Sedgewick said: 'Like a lot of women, I tried to keep a tidy bikini line. So I had a quick trim with a new razor.

'But over the weekend, I felt unwell and noticed a little pimple on my groin which kept bleeding. I didn't think anything of it as I often got a rash from shaving.

'Little did I know that this tiny pimple would almost cost me my life.'

Mrs Sedgewick's ordeal began in May 2012. Two days after she'd shaved, she began experiencing dizziness and nausea.

She visited her GP, who took swabs of the area and prescribed her antibiotics to combat a suspected infection.

Later that day, her eldest daughter Megan discovered her lying in bed, with her legs covered in a bloody red rash.

Her body almost immediately went into shock, causing a red rash on her legs before they turned black from the rotting flesh (pictured in September 2012 after a couple of skin graft procedures to repair some of the damage on her legs)

Afterwards, her GP called to say that the swabs had revealed it was serious and that she needed to go in for another examination.

But when her husband dropped her off at the surgery, she collapsed.

 Like a lot of women, I tried to keep a tidy bikini line. So I had a quick trim with a new razor  Dana Sedgewick, 44

An ambulance was called and she was rushed to the trauma unit at the Northern General Hospital in Sheffield, where doctors diagnosed her with necrotising fasciitis.

The condition causes bacteria to release toxins that attack the surrounding soft tissue, and can be caused by a minor cut or scratch.

Mrs Sedgewick said: 'By the time I got to the hospital, my legs were covered in black, rotting flesh. It was touch-and-go as to whether I'd make it.'

Over the next ten hours, surgeons battled to save her legs. Cutting through seven inches of infected skin, they removed the diseased flesh and reapplied skin from her back.

Rushed to intensive care, doctors placed her in a coma as her family were told she had just a 30 per cent chance of survival as her kidneys failed and her heart stopped four times (pictured at the Northern General Hospital in Sheffield in May 2012)

Having managed to come round from the horrific ordeal, she underwent 21 operations to repair the damage to her skin - but doctors warned she would never walk again (pictured in hospital suffering from the infection)

The condition causes bacteria to release toxins that attack the surrounding soft tissue, and can be caused by a minor cut or scratch (pictured: her legs now after having the operations to repair the damage that was caused)

Doctors told Mrs Sedgewick that she had been very lucky to survive her terrifying ordeal with necrotising fasciitis (pictured in hospital in June 2012)

During surgery, she developed sepsis and was given a slim chance of survival after going into septic shock.

The silent killer strikes when an infection such as blood poisoning sparks a violent immune response in which the body attacks its own organs.

To increase her chances of survival, doctors decided to put her into an induced coma for nine days.

She said: 'When I woke up, my legs were covered in bandages and I had no idea what had happened. I thought I'd been in a car accident.

'But when the surgeon asked me if I remembered shaving, I suddenly recalled trimming my bikini line.

'He told me that the spot on my groin had become infected, and I'd been very lucky to survive.'

Mrs Sedgewick was transferred to the hospital's burns unit for specialist treatment, and was able to see her legs for the first time.

She said: 'It was horrific. All of my muscle had rotted away, and I had a crater of skin near my groin. I felt like I was going to throw up.

'But I knew that it could have been much, much worse. I could easily have lost my legs - or worse, died.'

Mrs Sedgewick was transferred to the hospital's burns unit for specialist treatment, and was able to see her legs for the first time (pictured in hospital in June 2012)

But with the support of her husband, Mathew, 47, she has now recovered and is back at home with her children - Megan, 18, Freya, 14, and Klara, nine (the family are pictured before Mrs Sedgewick's ordeal on a day out to Endcliffe Park, Sheffield, on Christmas Day 2016)

WHAT IS NECROTISING FASCIITIS? Necrotising fasciitis is most commonly caused by an infection with group A Streptococcus. Those infections normally last just a few days - they are mild and typically clear themselves up. But in some unusual cases it can develop into necrotising fasciitis. They infect flat layers of a membrane known as the fascia, which are connective bands of tissue that surround muscles, nerves, fat, and blood vessels. The infection also damages the tissues next to the fascia. Sometimes toxins made by these bacteria destroy the tissue they infect, causing it to die. When this happens, the infection is very serious and can result in loss of limbs or death. .

Doctors warned that she'd never walk again but she defied them and managed to walk on crutches, after intense physiotherapy.

Six weeks later, she was discharged from hospital.

Over the next four years, she underwent 21 operations to improve the appearance of her skin.

Mrs Sedgewick, who has been left with extensive scarring, said: 'It didn't feel like my own body any more.

'But with Mat's support, I grew to see the scars as a reminder of how brave I'd been, and how lucky I was to survive.

'It's incredible to think a tiny shaving spot could have killed me. I had a very close shave indeed.'

Dr Ron Daniels BEM, chief executive of the UK Sepsis Trust, said: 'Stories like Dana's illustrate the serious damage sepsis can do. Every day in the UK, individuals and families have their lives torn apart by the condition.

'But through better awareness, thousands of lives could be saved each year.

'While necrotising fasciitis is a rare cause of sepsis, it's crucial that members of the public and healthcare professionals consider it when presented with an unwell patient.

'Anyone with flu-like symptoms and one or more of the key signs of sepsis must call an ambulance immediately. With every hour that passes before the correct antibiotics are administered, the risk of death increases.'

Mrs Sedgewick, who has been left with extensive scarring, said: 'It didn't feel like my own body any more. But with Mat's support, I grew to see the scars as a reminder of how brave I'd been' (pictured with her 47-year-old husband Mathew after the ordeal)",Mother develops infection after trimming her PUBIC HAIR | Daily Mail ,12/20/17,,right,irrelevant,right,,284,

mostly true,https://www.snopes.com/fact-check/bill-nye-vs-dolph-lundgren/,Does Dolph Lundgren Have Multiple Scientific Degrees?,Science  Entertainment,28-Apr-17,Action star Dolph Lundgren has multiple scientific degrees.,http://www.npr.org/2014/09/07/345798402/how-dolph-lundgren-went-from-chemical-engineer-to-action-star,3,FALSE,No Error,"How Dolph Lundgren Went From Chemical Engineer To Action Star

Enlarge this image toggle caption United Artists/Getty Images United Artists/Getty Images

As part of a series called ""My Big Break,"" All Things Considered is collecting stories of triumph, big and small. These are the moments when everything seems to click, and people leap forward into their careers.

Before he was Ivan Drago, He-Man or an ""Expendable,"" Dolph Lundgren was just another 6-foot-5-inch Swedish male model with a black belt in karate and a degree in chemical engineering.

As even a brief reading of his biography might suggest, Lundgren, 56, has taken an unexpected, winding path to success. But it all started with his starring role in Rocky IV, as the menacing Soviet boxer Ivan Drago.

As he tells NPR's Arun Rath, it was the role that changed his life. And he wouldn't have gotten to that silver-screen spotlight if he hadn't taken a gig as a bouncer  and stumbled upon romance.

Enlarge this image toggle caption Frazer Harrison/Getty Images Frazer Harrison/Getty Images

A Childhood In Sweden, And Dreams Of America

The movie star ""Dolph"" Lundgren was actually born Hans Lundgren. (He took on the name Dolph, a relative's name from his mother's side of the family, with the release of the Rocky film in 1985.) He grew up largely in and around Stockholm, and excelled in school from an early age.

""I had some allergies when I was younger,"" Lundgren says, and, as a result, ""I wasn't very good at sports. So my kind of way to feel like I was somebody was to answer all the questions the teacher asked.""

From early on, Lundgren also dreamed of going to the United States, but, he says, his family couldn't afford to send him: ""So the way to get there for me was to get academic scholarships.""

Lundgren's aptitude for chemical engineering propelled him to scholarships around the world. There was Washington State University, Clemson University, Sweden's Royal Institute of Technology, the University of Sydney in Australia and, ultimately, a competitive Fulbright scholarship to attend MIT.

But that was all before Lundgren met Grace Jones.

A Taste Of Show Business

While in Australia, Lundgren, then a competitive martial artist, got a job as a bouncer through a friend of a friend. That meant he provided security at concerts for artists like Joan Armatrading, Dr. Hook and Grace Jones.

""I was assigned to [Jones'] dressing room,"" Lundgren recalls. ""I think she spotted me out there. And I was just a Swedish kid, I didn't know anything. And I think she kind of liked me.""

A night of partying after Jones' show led to a four-year romance and a major course correction on Lundgren's trajectory toward MIT.

""She changed it big time,"" Lundgren says.

Jones  who was famous not just for her music, but also for her acting and modeling  took Lundgren to New York, where they partied at the legendary Studio 54 and Andy Warhol took pictures of Lundgren. Jones introduced Lundgren to the world of show business.

Meanwhile, Lundgren was still set to begin his Fulbright scholarship at MIT.

""I started sort of thinking, 'Wow, this is kind of cool,' "" Lundgren remembers: "" 'I don't know if I want to go back to engineering after this.' ""

Enlarge this image toggle caption Associated Press Associated Press

A Short-Lived Scholarship

Lundgren remembers making the trip from New York down to MIT's campus in Cambridge, Mass., riding on a big, black Yamaha motorcycle with Grace Jones behind him.

""The professors are waiting for the star student from Sweden,"" Lundgren says, ""and then they see me ride past outside the window with Grace Jones in the back, all decked out in leather. They probably didn't know what was going on.""

After his exposure to show business and the arts, it took only a few weeks for Lundgren to rethink his academic goals, quit the program and return to New York.

""I just knew it wasn't right,"" he says. Instead of studying engineering, he started studying acting.

Becoming The 'Siberian Bull'

The movie role that changed Lundgren's life almost went to someone else.

When the then-unknown actor went to a ""cattle call"" audition for Sylvester Stallone's Rocky IV, a casting agent dismissed Lundgren as ""too tall.""

But given his own aptitude for martial arts and his love for the film series, he says, he couldn't miss the opportunity for a role in the franchise.

So he took photos of himself in boxing gear, and sent them through a series of connections to Stallone.

It happened in like 90 minutes. I went from a total nobody, basically, to Dolph Lundgren, movie star.

Eventually, while back in Sweden, Lundgren got the call to meet with Stallone in Los Angeles.

After meeting Stallone, training for months and going through a screen test, Lundgren landed the role as the villain in Rocky IV, the towering Soviet boxer Ivan Drago.

Lundgren remembers the premiere of the film in November 1985 as a pivotal moment in his career.

He walked down the red carpet with Grace Jones, still his girlfriend at the time, and ""everybody's taking pictures of her,"" he says, ""and I'm kind of there like her boy toy.""

But after the audience watched the film, Lundgren says, everything changed.

""I remember coming out onto the street, and suddenly people are taking pictures of me, and not Grace,"" he says.

""It happened in like 90 minutes. I went from a total nobody, basically, to Dolph Lundgren, movie star.""",How Dolph Lundgren Went From Chemical Engineer To Action Star,2009-07-14,Dolph Lundgren,right,context,right,,285,

mostly true,https://www.snopes.com/fact-check/bill-clinton-fined-and-disbarred-over-the-monica-lewinsky-scandal/,"Bill Clinton was Fined, Disbarred Over the Monica Lewinsky Scandal",Politicians  Politics,29-Jul-16,Bill Clinton was disbarred and fined over actions related to the Monica Lewinsky scandal.,http://www.arktimes.com/ArkansasBlog/archives/2013/05/17/sen-jeremy-hutchinson-bill-clinton-on-lawyer-suspension-list,5,TRUE,No Error,"

SEN. JEREMY HUTCHINSON: On lawyer suspension list.

On March 8, the Supreme Court suspended the license offor nonpayment of dues. I've sent him a note asking whether he's cleared the matter up. Hutchinson has been practicing law periodically, including for clients he subsequently helped, coincidentally, with legislation. Not that advocating a former client's interest in the Senate is practicing law (though some might find it unseemly). Hutchinson, with a rambunctious former girlfriend who improperly received some of his campaign cash and a losing legal battle over debts owed a campaign consultant, has had a series of personal problems. More fodder for, who has said she'll run against Hutchinson for Senate next year.

I wonder: Could Hutchinson take referral work from Texarkana plaintiffs' lawyer John Goodson during a suspension? I don't mean to count as legal work being Goodson's highly valuable advocate for a tort reform proposal that sabotaged the Arkansas State Chamber of Commerce's march to a tough tort reform proposal.

On the subject of lawyer dues: Reader Radical Centrist noted on the open line last night that former President Bill Clinton also turned up on the list of Arkansas lawyers suspended March 8 for non-payment of bar dues. The Arkansas Supreme Court record doesn't indicate if he's cleared up the matter and I've sent a query about it. It's not very important. He hasn't been practicing law, being busy with a few other things. He served a five-year suspension that ended in 2006 over testimony he gave in the Whitewater investigations when he became eligible for reinstatement.

UPDATE: Dues are payable between Jan. 1 and March 1 each year. Each attorney gets a letter in December as a reminder. If they are not paid, a computer program automatically suspends a license. Judges in the state got the list yesterday of those suspended, which explains the news coming out yesterday. There were about 700 on the list. Renewal requires only payment of dues and a late fee. A spokesman in the Supreme Court clerk's office said Sen. Hutchinson paid his fee this morning and the website will be updated this evening to show he's in good standing. The annual dues are $200 and the late fee is $100.

As for Bill Clinton: He never applied for reinstatement of his law license after his five-year suspension and hasn't paid dues since 2000. But his name automatically turns up on the list each year regardless. The list of 700 typically includes the names of many lawyers no longer practicing or dead.

A lawyer who practices after a suspension takes effect is practicing without a license. That can potentially have consequences for a client. For example, an attorney might file a pleading in a criminal or civil case that could be held invalid because it wasn't filed by a licensed lawyer. A refiling could come after a statute of limitation had tolled.","UPDATE: Sen. Jeremy Hutchinson, Bill Clinton on lawyer suspension list",5/17/13,Max Brantley,context,context,n,,286,

mostly true,https://www.snopes.com/fact-check/do-you-see-the-motorcycle/,Do You See the Motorcycle?,Fauxtography,27-May-10,Photographs show the aftermath of a motorcycle-automobile collision.,http://web.archive.org/web/20060221033120/http://www.driveandstayalive.com:80/articles%20and%20topics/crash%20causation/speed_swedish-motorcycle-crash_2005.htm,1,TRUE,No Error,"All contents copyright , Drive and Stay Alive, Inc., 2003 onwards, unless specified otherwise. All rights reserved.

From one of our regular correspondents, at Drive and Stay Alive, Inc., we received the following photographs and brief report: The white bit, at the right-hand side of the hole in the side of the car, is the clue. The graphic display (below) was placed at the Stockholm Motorcycle Fair by the Swedish Police and Road Safety Department. The sign above the display noted that the rider had only recently obtained his license. Left (and bottom left) The Honda burst into the VW through the front passenger door. <<< Click to enlarge Right Roof-crush, resulting from the roll-over. If you imagine the roof still fully upright, you will get a much better idea of the roof damage caused by the rider's body. The Honda rider was traveling at such a ""very high speed"", his reaction time was not sufficient enough to avoid this accident. Swedish Police estimate a speed of ~250 KM/h (155mph) before the bike hit the side of the slow moving car at an intersection. At that speed, they predicted that the rider's reaction time (once the Volkswagen came into view) wasn't sufficient enough for him to even apply the brakes. The car had two occupants and the bike rider was found INSIDE the car with them, along with the motorcycle itself. Left (and top left) The Honda burst into the VW through the front passenger door. Right Damage to the driver's seat gives only some indication of the violence of the impact. Click to enlarge >>> The Volkswagen actually flipped over from the force of impact and landed 10 feet from where the collision took place.

All three involved (two in the car, plus the rider) were killed instantly. At 250 KM (155 mph) the operator is traveling at 227 feet per second. With normal reaction time to SEE-DECIDE-REACT of 1.6 seconds the above operator would have traveled over 363 feet while making a decision on what actions to take. In this incident the Swedish police indicate that no [such] actions were taken. [ October, 2005: Our thanks to Alan Goodwin for sending us the above information and photos. Very minor text editing has been applied for clarity. ]","Extreme Motorcycle Crash, Sweden, 2004-2005",,,right,context,right,photo,287,

mostly true,https://www.snopes.com/fact-check/trump-reverses-insecticide-ban-dow-chemicals/,Did President Donald Trump Reverse an Insecticide Ban After Receiving $1 Million from Dow Chemicals?,Politics  Environment,27-Nov-17,"Chlorpyrifos, an insecticide with alleged origins in Nazi Germany, was set to be banned by the EPA over health and environmental safety concerns; but President Trump reversed this decision after Dow Chemicals, a manufacturer of the chemical, donated one million dollars to his inauguration fund.",http://archive.is/ANPup#selection-803.0-819.477,1,FALSE,No Error,"by Carol M. Browner

[EPA speech - June 8, 2000]

Today, the Clinton-Gore Administration is announcing a major step to improve safety for all Americans from the health risks posed by pesticides. We are eliminating virtually all home and garden uses of Dursban -- the most widely used household pesticide in the United States.

This action comes after completing the most extensive scientific review of the potential hazards from a pesticide ever conducted. This action -- the result of an agreement with the manufacturers -- will significantly minimize potential health risks from exposure to Dursban, also called chlorpyrifos, for all Americans, especially children.

This action is good news for the protection of our country's public health. It is good news for the environment. And it is particularly good news for children, who are among the most vulnerable to the risks posed by pesticides.

In 1993, the Clinton-Gore Administration went to Congress with a plan -- based on recommendations from the National Academy of Sciences -- to better protect our families from the risks of pesticides by making children's health the benchmark for safety. We did this because children are not just small adults. Their bodies are still developing and more susceptible to risks from toxic chemicals. They play on floors and in yards where pesticides have been applied. And they eat proportionately more food with respect to body weight than do adults. When our health and safety standards protect children, the entire public is protected.

Three years after Congress received this plan from the Clinton-Gore Administration, it unanimously passed the Food Quality Protection Act. President Clinton signed it into law in 1996. Last summer EPA took the first actions under the new law against two pesticides that posed the greatest threats to children at that time: methyl parathion and azinphos methyl. Today we are taking action against chlorpyrifos -- the most commonly used pesticide in homes, buildings and schools.

Dursban is the common trade name, but it is one product of more than 800 containing the chemical chlorpyrifos, which today's action affects. Chlorpyrifos is commonly found in many home-and-garden bug sprays. It is used in some treatments of termites. And it is used on some agricultural crops. It belongs to a family of older, riskier pesticides called organophosphates, some of which date back 50 years or more. The time has come to review these pesticides for safety, and, where the science dictates, remove those chemicals that pose an unreasonable threat to human health and move to newer, safer alternatives. That is what we are doing today.

With today's announcement, we are taking the fastest action possible for removing these household products from the market: This action:

will virtually eliminate home, lawn and garden uses by the end of the year.

It will virtually eliminate all termite-control uses in existing homes by the end of the year.

It will eliminate this year the use of chlorpyrifos for all sensitive areas, such as schools, day cares, parks, hospitals, nursing homes and malls by the end of the year.

It will eliminate or dramatically lower pesticide residues on several foods by next growing season.

And, finally, it will eliminate the use of chlorpyrifos as a termiticide for new home-and-building construction by the end of 2004.

I am pleased that the major manufacturers, Dow AgroSciences and others, have entered into this agreement to ensure that the risk reductions we are seeking will begin as quickly as possible.

Today's action is part of an overall commitment by the Clinton-Gore Administration to protect public health and the environment that begins with our children. The protection of children has guided the actions we've taken for cleaner air to breathe. The protection of children has guided the actions we've taken for safer drinking water. And the protection of children has guided the actions we are taking for safer pesticide use. Today's action represents another significant step in safeguarding the health of our children, and therefore the health of all Americans.",Dursban Announcement,6/25/13,,irrelevant,context,context,,288,

mostly true,https://www.snopes.com/fact-check/trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses/,Did President Trump Revoke Gun Background Checks for Mentally Ill People?,Politics,15-Feb-18,President Trump signed a bill blocking Obama-era background checks on guns for people with mental illnesses.,https://www.motherjones.com/politics/2018/02/trump-who-made-it-easier-for-mentally-ill-people-to-buy-guns-blames-mental-health-issues-for-florida-shooting/,1,FALSE,No Error,"Looking for news you can trust?

Subscribe to our free newsletters.

President Donald Trump on Thursday suggested there were so many signs that the suspected shooter in the deadly shooting at a Parkland, Florida, high school who killed at least 17 people Wednesday afternoon was mentally disturbed.

The tweet, which followed a brief message offering his condolences to the victims of the worst school shooting since Sandy Hook, echoed Trumps past remarks citing mental health issuesnot a lack of gun control legislationfor being responsible for mass shootings in America.

So many signs that the Florida shooter was mentally disturbed, even expelled from school for bad and erratic behavior. Neighbors and classmates knew he was a big problem. Must always report such instances to authorities, again and again!  Donald J. Trump (@realDonaldTrump) February 15, 2018

Its unclear if Trump will publicly address the country on the Florida shooting, but his public schedule for Thursday indicates he only has one meeting, which will be closed to the press. The New York Times Maggie Haberman reported Wednesday night that White House aides urged Trump to say something in the wake of the shooting, but he is so far refusing to do so.

Authorities have identified 19-year-old Nikolas Cruz as the suspected gunman, saying he had recently been expelled from Marjory Stoneman Douglas High School for disciplinary issues. School officials reportedly identified Cruz as a potential threat who had demonstrated a fixation on guns.

Almost exactly a year ago, Trump signed a law to revoke an Obama-era gun regulation that made it more difficult for those with mental illnesses to acquire guns. Media was not allowed to attend the bill-signing event.

This post has been updated.","Trump, Who Made It Easier for Mentally Ill People to Buy Guns, Blames Mental Health Issues for Florida Shooting",,Inae Oh,right,context,right,,289,

mostly true,https://www.snopes.com/fact-check/baseball-player-moe-berg-spy/,Was Baseball Player Moe Berg a World War II Spy?,History,11-Apr-17,"Morris ""Moe"" Berg, a multilingual Princeton University graduate who played major league baseball throughout the 1920s and '30s, lived a life of danger and intrigue as a U.S. military intelligence officer in Europe during World War II.",http://deadline.com/2017/02/paul-giamatti-jeff-daniels-catcher-was-a-spy-paul-rudd-moe-berg-1201906559/,2,TRUE,No Error,"EXCLUSIVE: Paul Giamatti and Jeff Daniels are joining Paul Rudd and Guy Pearce in Catcher Was A Spy, the Ben Lewin-directed and Robert Rodat-scripted drama that begins filming Monday in Prague, with shooting also in Boston. The film is fully financed and produced by PalmStar Media with PalmStars financial partner Windy Hill Pictures. Its a PalmStar and Animus Films production, with Palmstars Kevin Frakes producing with Windy Hills Buddy Patrick, Jim Young, Tatiana Kelly and Michael Bederman.

Rudd plays Moe Berg, a professional baseball player, Ivy League graduate, and attorney who spoke nine languages. He played pro for 15 seasons, mostly as a backup catcher. But hes best known for being a top-secret spy for the OSS who helped the U.S. win the race against Germany to build the atomic bomb. The film focuses on Bergs most important mission: infiltrating the circle of Werner Heisenberg, the enigmatic lead scientist for the Nazi atomic program. Bergs efforts were overseen by the Father of Central Intelligence, O.S.S. Chief Wild Bill Donovan (Daniels), and he was also assisted by military specialist Furman (Pearce) and renowned physicist, Goudsmit (Giamatti).

Windy Hill Pictures is coming off Hacksaw Ridge, Collateral Beauty, Sing Street and Lee Daniels The Butler; PalmStar is coming off the M. Night Shyamalan hit Split, Sing Street, and John Wick: Chapter 2, which opens Friday. PalmStar and Windy Hill recently acquired the classic Paulo Coelho novel The Alchemist, which it is developing at TriStar.

Giamatti is represented by UTA and Kipperman Management; Daniels by ICM Partners. UTA Independent Film Group packaged it and is repping with PalmStar.",Paul Giamatti & Jeff Daniels Join Paul Rudd In Catcher Was A Spy,2002-09-17,Mike Fleming Jr,context,right,right,,290,
